oem,ownerNo,transmission,km,modelYear,Fuel Type,Engine Displacement,Mileage,Max Power,model,Gear Box,bt,price
BMW,1.0,Automatic,32000.0,2019.0,Diesel,1949.5,17.09,177.67499999999998,BMW 6 Series,7.5,Sedan,1775000.0
Hyundai,2.0,Manual,65000.0,2012.0,Petrol,1086.0,19.81,68.05,Hyundai i10,5.0,Hatchback,231000.0
Tata,1.0,Manual,66000.0,2016.0,Petrol,1199.0,23.84,84.0,Tata Tiago,5.0,Hatchback,369000.0
BMW,1.0,Automatic,25000.0,2019.0,Diesel,1949.5,15.97,177.67499999999998,BMW X5,7.5,SUV,1775000.0
Ford,1.0,Automatic,110000.0,2018.0,Diesel,1949.5,10.91,177.67499999999998,Ford Endeavour,6.0,SUV,1775000.0
MG,1.0,Manual,15000.0,2022.0,Petrol,1498.0,14.8525,108.49,MG Astor,5.0,SUV,1150000.0
Maruti,1.0,Manual,30000.0,2021.0,Petrol,1197.0,21.4,83.1,Maruti Baleno,5.0,Hatchback,700000.0
Kia,1.0,Automatic,47000.0,2021.0,Diesel,1493.0,17.8,113.42,Kia Seltos,6.0,SUV,1300000.0
BMW,1.0,Automatic,6000.0,2023.0,Diesel,1949.5,20.37,147.51,BMW X1,7.0,SUV,1775000.0
Maruti,2.0,Automatic,35854.0,2020.0,Petrol,1197.0,21.4,83.1,Maruti Baleno,3.5,Hatchback,805000.0
Tata,1.0,Manual,43623.0,2018.0,Petrol,1198.0,17.0,108.5,Tata Nexon,6.0,SUV,735000.0
Toyota,2.0,Manual,64229.0,2015.0,Petrol,1496.0,16.78,88.73,Toyota Etios,5.0,Sedan,441000.0
Land Rover,1.0,Automatic,33000.0,2021.0,Diesel,1949.5,19.227390440730282,177.67499999999998,Land Rover Discovery Sport,7.5,SUV,1775000.0
Ford,2.0,Automatic,59605.0,2019.0,Diesel,1949.5,10.91,177.67499999999998,Ford Endeavour,6.0,SUV,1775000.0
Renault,1.0,Manual,2997.0,2019.0,Petrol,999.0,23.01,67.0,Renault KWID,5.0,Hatchback,397000.0
Renault,1.0,Manual,9606.0,2021.0,Petrol,999.0,21.74,67.0,Renault KWID,5.0,Hatchback,455000.0
Mercedes-Benz,1.0,Automatic,75000.0,2015.0,Diesel,1949.5,13.5,177.67499999999998,Mercedes-Benz S-Class,7.0,Sedan,1775000.0
Honda,2.0,Automatic,41898.0,2020.0,Petrol,1199.0,19.0,88.76,Honda Amaze,3.5,Sedan,713000.0
Toyota,1.0,Manual,23159.0,2021.0,Petrol,1197.0,21.01,81.8,Toyota Glanza,5.0,Hatchback,737000.0
Ford,1.0,Manual,53488.0,2016.0,Petrol,1499.0,15.85,110.4,Ford Ecosport,5.0,SUV,540000.0
Toyota,1.0,Manual,29000.0,2019.0,Diesel,1949.5,13.68,147.51,Toyota Innova Crysta,5.0,MUV,1749000.0
MG,1.0,Automatic,6000.0,2023.0,Petrol,1451.0,12.34,141.0,MG Hector Plus,6.0,SUV,1775000.0
Maruti,1.0,Manual,68192.0,2019.0,Petrol,1197.0,21.21,81.8,Maruti Swift Dzire,5.0,Sedan,627000.0
Kia,1.0,Manual,600.0,2023.0,Petrol,1497.0,16.8,113.43,Kia Seltos,6.0,SUV,1565000.0
Jaguar,1.0,Automatic,13000.0,2020.0,Petrol,1949.5,10.8,177.67499999999998,Jaguar XF,7.5,Sedan,1775000.0
Maruti,1.0,Manual,67756.0,2018.0,Diesel,1248.0,24.3,88.5,Maruti Vitara Brezza,5.0,SUV,772000.0
Maruti,1.0,Manual,83811.0,2017.0,Diesel,1248.0,25.1,88.5,Maruti SX4 S Cross,5.0,SUV,587000.0
Maruti,1.0,Manual,68000.0,2016.0,CNG,998.0,27.999999999999996,58.2,Maruti Celerio,5.0,Hatchback,410000.0
Maruti,1.0,Manual,4100.0,2022.0,Petrol,1197.0,22.38,88.5,Maruti Swift,5.0,Hatchback,699000.0
Maruti,1.0,Manual,46243.0,2020.0,Petrol,1197.0,21.21,81.8,Maruti Swift Dzire,5.0,Sedan,642000.0
Mercedes-Benz,1.0,Automatic,37000.0,2014.0,Petrol,1949.5,10.400000000000002,177.67499999999998,Mercedes-Benz CLS-Class,7.0,Sedan,1775000.0
Nissan,2.0,Automatic,52123.0,2015.0,Petrol,1198.0,19.34,76.0,Nissan Micra,5.0,Hatchback,366000.0
Mercedes-Benz,2.0,Automatic,66000.0,2016.0,Diesel,1949.5,11.0,177.67499999999998,Mercedes-Benz GLS,7.5,SUV,1775000.0
Hyundai,1.0,Manual,23690.0,2015.0,Petrol,1197.0,18.9,81.86,Hyundai Grand i10,5.0,Hatchback,447000.0
Maruti,1.0,Manual,70879.0,2016.0,Petrol,796.0,22.05,47.33,Maruti Alto 800,5.0,Hatchback,262000.0
Volkswagen,1.0,Manual,42000.0,2012.0,Petrol,1198.0,16.47,73.9,Volkswagen Polo,5.0,Hatchback,265000.0
Jaguar,2.0,Automatic,56000.0,2018.0,Diesel,1949.5,16.38,177.0,Jaguar F-Pace,7.5,SUV,1775000.0
Honda,2.0,Manual,12651.0,2017.0,Petrol,1497.0,17.8,117.3,Honda City,5.0,Sedan,761000.0
Honda,1.0,Manual,61000.0,2016.0,Petrol,1198.0,17.8,86.7,Honda Amaze,5.0,Sedan,430000.0
Maruti,1.0,Manual,98705.0,2018.0,CNG,998.0,27.999999999999996,55.92,Maruti Celerio,5.0,Hatchback,401000.0
Kia,1.0,Automatic,62000.0,2020.0,Diesel,1949.5,14.11,177.67499999999998,Kia Carnival,7.5,MUV,1775000.0
Honda,1.0,Manual,28000.0,2014.0,Petrol,1198.0,18.0,86.7,Honda Amaze,5.0,Sedan,380000.0
Mahindra,1.0,Manual,36000.0,2020.0,Diesel,1493.0,16.5,70.0,Mahindra Bolero Power Plus,5.0,SUV,825000.0
Maruti,1.0,Manual,32000.0,2017.0,Diesel,1248.0,27.999999999999996,74.02,Maruti Swift Dzire,5.0,Sedan,635000.0
BMW,1.0,Automatic,38000.0,2017.0,Diesel,1949.5,20.68,177.67499999999998,BMW X1,7.5,SUV,1775000.0
Maruti,1.0,Manual,33000.0,2017.0,Petrol,998.0,23.95,67.1,Maruti Alto K10,5.0,Hatchback,340000.0
Hyundai,1.0,Automatic,68045.0,2018.0,Diesel,1582.0,22.0,126.2,Hyundai Verna,6.0,Sedan,950000.0
Mahindra,1.0,Manual,12000.0,2022.0,Diesel,1949.5,19.227390440730282,130.07,Mahindra Scorpio Classic,6.0,SUV,1775000.0
Mercedes-Benz,1.0,Automatic,4000.0,2023.0,Diesel,1949.5,19.227390440730282,177.67499999999998,Mercedes-Benz GLC,7.5,SUV,1775000.0
Maruti,1.0,Manual,19765.0,2018.0,Petrol,998.0,20.51,67.04,Maruti Wagon R,5.0,Hatchback,392000.0
Mahindra,1.0,Manual,7076.0,2021.0,Petrol,1197.0,16.82,108.62,Mahindra XUV300,6.0,SUV,1205000.0
Honda,1.0,Manual,30560.0,2017.0,Petrol,1497.0,17.8,117.3,Honda City,5.0,Sedan,743000.0
Jaguar,1.0,Automatic,5000.0,2020.0,Diesel,1949.5,19.227390440730282,177.0,Jaguar XE,7.5,Sedan,1775000.0
Maruti,1.0,Manual,47944.0,2018.0,CNG,998.0,27.999999999999996,58.33,Maruti Celerio,5.0,Hatchback,485000.0
Hyundai,1.0,Automatic,78550.0,2016.0,Petrol,1591.0,13.0,121.3,Hyundai Creta,6.0,SUV,879000.0
Hyundai,1.0,Automatic,65000.0,2017.0,Petrol,1949.5,12.95,152.88,Hyundai Tucson,6.0,SUV,1050000.0
Kia,1.0,Automatic,32000.0,2022.0,Diesel,1493.0,18.0,113.43,Kia Seltos,6.0,SUV,1775000.0
Honda,2.0,Manual,58996.0,2017.0,Petrol,1199.0,19.5,88.76,Honda Amaze,5.0,Sedan,462000.0
Jaguar,2.0,Automatic,34000.0,2018.0,Diesel,1949.5,13.5,177.0,Jaguar XE,7.5,Sedan,1775000.0
Hyundai,2.0,Manual,59537.0,2015.0,Petrol,1197.0,18.6,81.83,Hyundai i20,5.0,Hatchback,509000.0
Maruti,1.0,Manual,9314.0,2022.0,Petrol,998.0,21.79,67.05,Maruti Wagon R,5.0,Hatchback,530000.0
Honda,1.0,Manual,41684.0,2014.0,Petrol,1199.0,18.6,88.76,Honda Amaze,5.0,Sedan,310000.0
Audi,3.0,Automatic,70000.0,2011.0,Petrol,1781.0,12.3,163.2,Audi A4,7.0,Sedan,700000.0
Toyota,1.0,Manual,51607.0,2016.0,Petrol,1197.0,18.16,78.9,Toyota Etios Liva,5.0,Hatchback,440000.0
Tata,1.0,Manual,90000.0,2015.0,Diesel,1248.0,20.65,88.7,Tata Zest,5.0,Sedan,400000.0
Kia,1.0,Automatic,30000.0,2020.0,Diesel,1949.5,14.11,177.67499999999998,Kia Carnival,7.5,MUV,1775000.0
Mahindra,1.0,Manual,40000.0,2022.0,Diesel,1949.5,15.2,130.0,Mahindra Thar,6.0,SUV,1575000.0
Mercedes-Benz,1.0,Automatic,35000.0,2020.0,Diesel,1949.5,19.227390440730282,177.67499999999998,Mercedes-Benz GLC,7.5,SUV,1775000.0
Maruti,1.0,Manual,97672.0,2013.0,Petrol,1197.0,22.38,88.5,Maruti Swift,5.0,Hatchback,360000.0
Hyundai,3.0,Manual,90000.0,2014.0,Petrol,1591.0,17.01,121.3,Hyundai Verna,5.0,Sedan,360000.0
Nissan,2.0,Manual,68740.0,2015.0,Petrol,1198.0,18.06,75.0,Nissan Micra,5.0,Hatchback,344000.0
Mercedes-Benz,1.0,Automatic,37000.0,2018.0,Petrol,1949.5,14.74,177.67499999999998,Mercedes-Benz C-Class,7.5,Sedan,1775000.0
Maruti,1.0,Manual,40000.0,2017.0,Diesel,1248.0,27.999999999999996,88.5,Maruti Ciaz,5.0,Sedan,600000.0
Honda,2.0,Manual,86245.0,2015.0,Petrol,1198.0,18.0,86.7,Honda Amaze,5.0,Sedan,340000.0
Volkswagen,2.0,Automatic,40000.0,2016.0,Petrol,1197.0,17.21,103.5,Volkswagen Polo,7.0,Hatchback,675000.0
BMW,2.0,Automatic,15000.0,2020.0,Petrol,1949.5,15.34,177.67499999999998,BMW 3 Series GT,7.5,Sedan,1775000.0
Maruti,2.0,Manual,60896.0,2016.0,Petrol,796.0,22.05,47.33,Maruti Alto 800,5.0,Hatchback,294000.0
Honda,1.0,Manual,60000.0,2013.0,Petrol,1497.0,16.8,116.3,Honda City,5.0,Sedan,375000.0
Maruti,2.0,Automatic,18340.0,2021.0,Petrol,1197.0,22.61,88.5,Maruti Swift Dzire,5.0,Sedan,801000.0
Jeep,1.0,Automatic,20000.0,2022.0,Diesel,1949.5,14.9,167.67,Jeep Compass,7.5,SUV,1775000.0
Hyundai,2.0,Automatic,70000.0,2017.0,Diesel,1582.0,17.01,126.2,Hyundai Creta,6.0,SUV,800000.0
Maruti,1.0,Manual,75000.0,2015.0,CNG,998.0,27.999999999999996,67.04,Maruti Wagon R,5.0,Hatchback,313000.0
Honda,1.0,Manual,40000.0,2017.0,Petrol,1199.0,17.5,88.7,Honda WR-V,5.0,SUV,510000.0
Audi,2.0,Automatic,57000.0,2014.0,Diesel,1949.5,15.73,174.33,Audi Q3,7.0,SUV,1125000.0
Maruti,1.0,Manual,48000.0,2016.0,Petrol,1197.0,21.4,83.1,Maruti Baleno,5.0,Hatchback,455000.0
Honda,1.0,Manual,120000.0,2011.0,Petrol,1497.0,17.0,118.0,Honda City,5.0,Sedan,300000.0
Ford,1.0,Automatic,25000.0,2017.0,Petrol,1496.0,14.7,120.69,Ford Ecosport,6.0,SUV,725000.0
Toyota,1.0,Automatic,29000.0,2021.0,Diesel,1949.5,12.0,148.0,Toyota Innova Crysta,6.0,MUV,1775000.0
Ford,1.0,Manual,63176.0,2019.0,Diesel,1498.0,25.83,99.0,Ford Figo,5.0,Hatchback,515000.0
Audi,1.0,Automatic,24000.0,2021.0,Petrol,1949.5,17.42,177.67499999999998,Audi A4,7.0,Sedan,1775000.0
Renault,1.0,Manual,22820.0,2020.0,Petrol,999.0,21.74,67.0,Renault KWID,5.0,Hatchback,418000.0
Land Rover,1.0,Automatic,5000.0,2022.0,Diesel,1949.5,19.227390440730282,177.67499999999998,Land Rover Range Rover Evoque,7.5,SUV,1775000.0
Hyundai,1.0,Manual,30000.0,2009.0,Petrol,1197.0,20.36,78.9,Hyundai i10,5.0,Hatchback,200000.0
Maruti,1.0,Automatic,74538.0,2017.0,Petrol,1197.0,21.21,81.8,Maruti Swift Dzire,5.0,Sedan,685000.0
Mercedes-Benz,1.0,Automatic,40000.0,2019.0,Petrol,1949.5,11.5,177.67499999999998,Mercedes-Benz GLC,7.5,SUV,1775000.0
Maruti,1.0,Manual,45399.0,2018.0,Petrol,796.0,22.05,47.33,Maruti Alto 800,5.0,Hatchback,289000.0
Volkswagen,2.0,Manual,24940.0,2018.0,Petrol,999.0,19.44,75.0,Volkswagen Ameo,5.0,Sedan,610000.0
Hyundai,1.0,Automatic,22000.0,2019.0,Diesel,1582.0,17.01,126.2,Hyundai Creta,6.0,SUV,1400000.0
Honda,1.0,Manual,98681.0,2014.0,Petrol,1198.0,18.0,86.7,Honda Amaze,5.0,Sedan,323000.0
Mercedes-Benz,1.0,Automatic,6000.0,2023.0,Diesel,1949.5,19.227390440730282,177.67499999999998,Mercedes-Benz GLE,7.5,SUV,1775000.0
Maruti,1.0,Manual,40000.0,2017.0,Petrol,1197.0,21.01,81.8,Maruti Baleno,5.0,Hatchback,525000.0
Honda,1.0,Manual,58000.0,2018.0,Diesel,1498.0,25.5,98.6,Honda WR-V,6.0,SUV,725000.0
Hyundai,1.0,Manual,75000.0,2015.0,Diesel,1396.0,22.54,88.73,Hyundai i20,6.0,Hatchback,425000.0
Ford,1.0,Manual,76000.0,2014.0,Diesel,1498.0,22.7,89.84,Ford Ecosport,5.0,SUV,350000.0
Renault,1.0,Automatic,60000.0,2017.0,Petrol,999.0,24.04,67.0,Renault KWID,5.0,Hatchback,325000.0
Honda,1.0,Automatic,58000.0,2016.0,Petrol,1497.0,18.0,117.3,Honda City,5.0,Sedan,675000.0
Volkswagen,2.0,Manual,80000.0,2013.0,Petrol,1390.0,14.69,120.3,Volkswagen Jetta,6.0,Sedan,415000.0
Volvo,1.0,Automatic,20000.0,2018.0,Diesel,1949.5,18.0,177.67499999999998,Volvo S90,7.5,Sedan,1775000.0
Maruti,1.0,Manual,42841.0,2017.0,Petrol,1197.0,21.4,83.1,Maruti Baleno,5.0,Hatchback,589000.0
Maruti,1.0,Manual,67000.0,2017.0,Diesel,1248.0,24.3,88.5,Maruti Vitara Brezza,5.0,SUV,650000.0
Maruti,1.0,Manual,26000.0,2020.0,Petrol,1462.0,19.01,103.2,Maruti XL6,5.0,MUV,1027000.0
Maruti,1.0,Manual,40000.0,2017.0,Petrol,998.0,18.9,67.1,Maruti Wagon R,5.0,Hatchback,375000.0
Mahindra,1.0,Manual,60000.0,2019.0,Diesel,1949.5,15.1,152.87,Mahindra XUV500,6.0,SUV,1300000.0
Hyundai,2.0,Manual,37140.0,2015.0,Petrol,1591.0,17.01,121.3,Hyundai Verna,5.0,Sedan,903000.0
Maruti,1.0,Manual,120000.0,2018.0,CNG,998.0,27.999999999999996,58.33,Maruti Celerio,5.0,Hatchback,350000.0
Toyota,1.0,Automatic,74000.0,2018.0,Diesel,1949.5,12.9,174.5,Toyota Fortuner,6.0,SUV,1775000.0
Hyundai,1.0,Manual,16430.0,2021.0,Petrol,1197.0,21.0,81.8,Hyundai i20,5.0,Hatchback,904000.0
Toyota,1.0,Manual,10000.0,2022.0,Petrol,1462.0,17.03,103.26,Toyota Urban cruiser,5.0,SUV,950000.0
Honda,1.0,Automatic,63054.0,2017.0,Petrol,1497.0,18.0,117.6,Honda City,3.5,Sedan,949000.0
Skoda,1.0,Automatic,12000.0,2022.0,Petrol,1949.5,15.1,177.67499999999998,Skoda Superb,7.0,Sedan,1775000.0
Mercedes-Benz,1.0,Automatic,13000.0,2022.0,Diesel,1949.5,16.1,177.67499999999998,Mercedes-Benz E-Class,7.5,Sedan,1775000.0
Hyundai,2.0,Automatic,32000.0,2018.0,Diesel,1582.0,17.01,126.2,Hyundai Creta,6.0,SUV,1099000.0
Hyundai,1.0,Manual,3500.0,2022.0,Petrol,1497.0,19.227390440730282,113.18,Hyundai Creta,6.0,SUV,1511000.0
Mercedes-Benz,1.0,Automatic,7023.0,2017.0,Petrol,1949.5,19.0,177.67499999999998,Mercedes-Benz SLC,7.5,Convertibles,1775000.0
Mercedes-Benz,1.0,Automatic,5000.0,2022.0,Diesel,1949.5,19.227390440730282,177.67499999999998,Mercedes-Benz GLE,7.5,SUV,1775000.0
Mercedes-Benz,1.0,Automatic,11000.0,2021.0,Petrol,1332.0,19.227390440730282,160.92,Mercedes-Benz A-Class Limousine,7.0,Sedan,1775000.0
Mercedes-Benz,1.0,Automatic,11000.0,2020.0,Petrol,1949.5,11.9,177.67499999999998,Mercedes-Benz C-Class,7.5,Sedan,1775000.0
Maruti,1.0,Manual,50629.0,2017.0,Petrol,1197.0,22.38,88.5,Maruti Swift,5.0,Hatchback,422000.0
Maruti,1.0,Automatic,63534.0,2019.0,Petrol,1197.0,21.4,83.1,Maruti Baleno,3.5,Hatchback,678000.0
Hyundai,1.0,Manual,52000.0,2018.0,Petrol,998.0,20.3,68.05,Hyundai EON,5.0,Hatchback,300000.0
Maruti,1.0,Manual,33695.0,2022.0,CNG,796.0,27.999999999999996,40.36,Maruti Alto 800,5.0,Hatchback,496000.0
Honda,1.0,Automatic,68744.0,2015.0,Petrol,1199.0,19.0,88.7,Honda Jazz,5.0,Hatchback,463000.0
Honda,1.0,Manual,70000.0,2013.0,Petrol,1497.0,16.8,116.3,Honda City,5.0,Sedan,455000.0
Tata,1.0,Automatic,9540.0,2020.0,Petrol,1199.0,23.84,83.83,Tata Tiago,5.0,Hatchback,751000.0
Maruti,1.0,Automatic,45000.0,2017.0,Petrol,1373.0,19.12,91.1,Maruti Ciaz,4.0,Sedan,775000.0
Maruti,1.0,Manual,36861.0,2019.0,Petrol,1197.0,21.4,83.1,Maruti Baleno,5.0,Hatchback,678000.0
Ford,1.0,Manual,68000.0,2017.0,Petrol,1496.0,15.9,120.69,Ford Ecosport,5.0,SUV,550000.0
Maruti,1.0,Manual,68000.0,2014.0,Petrol,1197.0,19.1,85.8,Maruti Swift Dzire,5.0,Sedan,390000.0
Maruti,1.0,Manual,38000.0,2015.0,Petrol,1197.0,21.21,81.8,Maruti Swift,5.0,Hatchback,395000.0
Renault,1.0,Manual,39000.0,2017.0,Petrol,999.0,23.01,67.0,Renault KWID,5.0,Hatchback,295000.0
Volkswagen,1.0,Manual,40000.0,2017.0,Petrol,1199.0,16.2,74.0,Volkswagen Polo,5.0,Hatchback,599000.0
MG,1.0,Automatic,18000.0,2020.0,Petrol,1451.0,11.67,141.0,MG Hector Plus,6.0,SUV,1749000.0
Maruti,1.0,Automatic,60000.0,2019.0,Petrol,998.0,20.51,67.0,Maruti Wagon R,5.0,Hatchback,399000.0
Ford,1.0,Manual,40000.0,2018.0,Diesel,1498.0,25.83,99.0,Ford Aspire,5.0,Sedan,449000.0
Maruti,1.0,Manual,68000.0,2018.0,Petrol,998.0,23.95,67.05,Maruti Alto K10,5.0,Hatchback,300000.0
Maruti,2.0,Manual,40000.0,2017.0,Petrol,1197.0,20.89,81.8,Maruti Ignis,5.0,Hatchback,449000.0
Maruti,1.0,Manual,37000.0,2014.0,Petrol,998.0,21.79,67.05,Maruti Wagon R,5.0,Hatchback,295000.0
Maruti,1.0,Automatic,21912.0,2018.0,Petrol,1197.0,21.21,81.8,Maruti Swift Dzire,5.0,Sedan,649000.0
Hyundai,1.0,Manual,74564.0,2013.0,Petrol,1197.0,20.36,78.9,Hyundai i10,5.0,Hatchback,274000.0
Maruti,1.0,Manual,48000.0,2019.0,Petrol,796.0,24.7,47.3,Maruti Alto 800,5.0,Hatchback,375000.0
Honda,1.0,Automatic,96758.0,2017.0,Petrol,1497.0,18.0,117.3,Honda City,5.0,Sedan,801000.0
Honda,1.0,Manual,60341.0,2018.0,Diesel,1498.0,25.8,98.6,Honda Amaze,5.0,Sedan,591000.0
Maruti,1.0,Manual,36973.0,2017.0,Petrol,1197.0,20.4,83.11,Maruti Swift,5.0,Hatchback,434000.0
Maruti,1.0,Manual,39000.0,2017.0,Diesel,1248.0,27.999999999999996,88.5,Maruti Ciaz,5.0,Sedan,699000.0
Maruti,1.0,Manual,52514.0,2013.0,Petrol,998.0,18.9,67.1,Maruti Wagon R,5.0,Hatchback,271000.0
Maruti,1.0,Manual,13001.0,2022.0,Petrol,1197.0,21.5,81.8,Maruti Wagon R,5.0,Hatchback,555000.0
Hyundai,1.0,Manual,72000.0,2018.0,Diesel,1396.0,22.1,88.7,Hyundai Creta,6.0,SUV,825000.0
Ford,1.0,Manual,62000.0,2017.0,Petrol,1496.0,15.9,120.69,Ford Ecosport,5.0,SUV,599000.0
Toyota,1.0,Manual,34000.0,2017.0,Petrol,1496.0,16.78,88.73,Toyota Etios,5.0,Sedan,481000.0
Honda,1.0,Manual,67000.0,2015.0,Petrol,1198.0,18.0,86.7,Honda Amaze,5.0,Sedan,385000.0
Volkswagen,1.0,Manual,45000.0,2019.0,Petrol,999.0,18.78,75.0,Volkswagen Polo,5.0,Hatchback,699000.0
Maruti,1.0,Manual,64000.0,2013.0,Petrol,1197.0,20.85,83.14,Maruti Swift Dzire,5.0,Sedan,331000.0
Chevrolet,2.0,Manual,58000.0,2013.0,Petrol,1199.0,18.6,79.4,Chevrolet Beat,5.0,Hatchback,178000.0
Hyundai,2.0,Automatic,48000.0,2017.0,Petrol,1591.0,14.8,121.3,Hyundai Creta,6.0,SUV,925000.0
Maruti,1.0,Manual,70000.0,2013.0,Petrol,1197.0,18.5,85.8,Maruti Ritz,5.0,Hatchback,290000.0
Maruti,2.0,Automatic,59863.0,2017.0,Petrol,1373.0,19.12,91.1,Maruti Ciaz,4.0,Sedan,570000.0
Maruti,1.0,Manual,18468.0,2022.0,CNG,796.0,27.999999999999996,40.36,Maruti Alto 800,5.0,Hatchback,492000.0
Ford,2.0,Manual,42173.0,2018.0,Petrol,1194.0,19.0,94.68,Ford Freestyle,5.0,Hatchback,530000.0
Ford,2.0,Automatic,68631.0,2015.0,Petrol,1496.0,14.7,120.69,Ford Ecosport,6.0,SUV,465000.0
Maruti,1.0,Manual,18833.0,2021.0,Petrol,796.0,22.05,47.33,Maruti Alto 800,5.0,Hatchback,351000.0
Maruti,1.0,Manual,55418.0,2021.0,Petrol,1197.0,20.89,81.8,Maruti Ignis,5.0,Hatchback,515000.0
Maruti,1.0,Manual,20000.0,2013.0,Petrol,998.0,20.51,67.04,Maruti Wagon R,5.0,Hatchback,225000.0
Renault,1.0,Manual,53400.0,2020.0,Petrol,999.0,20.0,71.01,Renault Triber,5.0,MUV,620000.0
Renault,1.0,Manual,25000.0,2018.0,Petrol,999.0,23.01,67.0,Renault KWID,5.0,Hatchback,349000.0
Jeep,1.0,Automatic,87576.0,2019.0,Petrol,1368.0,14.1,160.77,Jeep Compass,7.0,SUV,1385000.0
Honda,1.0,Manual,58000.0,2014.0,Petrol,1198.0,19.4,86.8,Honda Brio,5.0,Hatchback,290000.0
Datsun,1.0,Manual,75000.0,2015.0,Petrol,1198.0,19.44,67.0,Datsun GO Plus,5.0,MUV,285000.0
Volkswagen,1.0,Automatic,69000.0,2013.0,Petrol,1598.0,14.8,105.0,Volkswagen Vento,6.0,Sedan,330000.0
Mahindra,1.0,Manual,20000.0,2015.0,Diesel,1949.5,16.55,105.0,Mahindra Thar,5.0,SUV,549000.0
Maruti,1.0,Manual,45000.0,2020.0,Petrol,796.0,22.05,47.33,Maruti Alto 800,5.0,Hatchback,365000.0
Maruti,1.0,Manual,20000.0,2021.0,CNG,1197.0,26.55,70.4,Maruti Swift Dzire Tour,5.0,Sedan,650000.0
Maruti,1.0,Manual,70000.0,2015.0,Diesel,1248.0,23.65,88.5,Maruti SX4 S Cross,5.0,SUV,449000.0
Honda,1.0,Automatic,72000.0,2017.0,Petrol,1199.0,19.0,88.7,Honda Jazz,5.0,Hatchback,599000.0
MG,0.0,Automatic,7800.0,2023.0,Diesel,1949.5,12.04,177.67499999999998,MG Gloster,7.5,SUV,1775000.0
Tata,1.0,Manual,25000.0,2020.0,Petrol,1199.0,20.09,84.82,Tata Tiago,5.0,Hatchback,499000.0
Lexus,1.0,Automatic,19000.0,2020.0,Petrol,1949.5,18.8,177.67499999999998,Lexus RX,7.5,SUV,1775000.0
Skoda,1.0,Automatic,11332.0,2022.0,Petrol,999.0,18.07,113.98,Skoda Slavia,6.0,Sedan,1358000.0
Maruti,1.0,Manual,25456.0,2016.0,Petrol,1197.0,21.4,83.1,Maruti Baleno,5.0,Hatchback,560000.0
Maruti,2.0,Manual,65000.0,2013.0,Petrol,998.0,21.79,67.05,Maruti Wagon R,5.0,Hatchback,275000.0
Honda,1.0,Automatic,93616.0,2017.0,Petrol,1199.0,19.0,88.7,Honda Jazz,5.0,Hatchback,586000.0
Maruti,1.0,Automatic,74134.0,2017.0,Petrol,998.0,26.0,65.71,Maruti Celerio,5.0,Hatchback,463000.0
Renault,1.0,Automatic,70000.0,2018.0,Petrol,1498.0,14.99,104.5,Renault Duster,5.0,SUV,699000.0
Maruti,2.0,Manual,62411.0,2018.0,Diesel,1248.0,27.39,74.0,Maruti Baleno,5.0,Hatchback,593000.0
Mercedes-Benz,2.0,Automatic,56000.0,2012.0,Petrol,1796.0,12.3,177.67499999999998,Mercedes-Benz E-Class,5.0,Sedan,1050000.0
Mahindra,2.0,Manual,63661.0,2018.0,Diesel,1198.0,25.32,77.0,Mahindra KUV 100 NXT,5.0,SUV,567000.0
MG,1.0,Automatic,24000.0,2021.0,Petrol,1451.0,14.604,141.0,MG Hector Plus,6.0,SUV,1750000.0
Volkswagen,1.0,Manual,14000.0,2022.0,Petrol,1498.0,17.88,147.51,Volkswagen Taigun,7.0,SUV,1650000.0
Mahindra,1.0,Manual,70000.0,2017.0,Diesel,1949.5,16.0,140.0,Mahindra XUV500,6.0,SUV,930000.0
Honda,1.0,Manual,50000.0,2018.0,Petrol,1199.0,17.5,88.7,Honda WR-V,5.0,SUV,749000.0
Volkswagen,1.0,Manual,74000.0,2011.0,Petrol,1598.0,15.04,103.6,Volkswagen Vento,5.0,Sedan,249000.0
Tata,1.0,Manual,70000.0,2018.0,Diesel,1949.5,17.6,153.86,Tata Hexa,6.0,SUV,899000.0
Hyundai,1.0,Manual,65000.0,2013.0,Petrol,1086.0,19.81,68.05,Hyundai i10,5.0,Hatchback,225000.0
Maruti,1.0,Manual,40000.0,2015.0,Diesel,1248.0,27.39,74.0,Maruti Baleno,5.0,Hatchback,399000.0
Chevrolet,3.0,Manual,60000.0,2010.0,Petrol,995.0,18.0,62.0,Chevrolet Spark,5.0,Hatchback,80000.0
Honda,3.0,Automatic,81000.0,2010.0,Petrol,1497.0,16.8,118.0,Honda City,5.0,Sedan,225000.0
Maruti,1.0,Manual,80000.0,2012.0,Petrol,796.0,19.7,46.3,Maruti Alto,5.0,Hatchback,137000.0
Maruti,1.0,Manual,107539.0,2014.0,Diesel,1248.0,23.4,74.0,Maruti Swift Dzire,5.0,Sedan,389000.0
Maruti,1.0,Manual,52059.0,2016.0,Petrol,1197.0,21.4,83.1,Maruti Baleno,5.0,Hatchback,548000.0
MG,1.0,Manual,70000.0,2021.0,Petrol,1451.0,15.81,141.0,MG Hector,6.0,SUV,1695000.0
Hyundai,1.0,Manual,5732.0,2021.0,Petrol,1197.0,21.0,81.8,Hyundai i20,5.0,Hatchback,874000.0
Honda,1.0,Manual,53034.0,2018.0,Petrol,1199.0,19.5,88.76,Honda Amaze,5.0,Sedan,596000.0
